urls,problem_texts,constraints,input_texts,output_texts,tag
https://atcoder.jp/contests/abc172/tasks/abc172_d,"
Problem StatementFor a positive integer X, let f(X) be the number of positive divisors of X.
Given a positive integer N, find \sum_{K=1}^N K\times f(K).
","
Constraints
1 \leq N \leq 10^7

","
InputInput is given from Standard Input in the following format:
N

","
OutputPrint the value \sum_{K=1}^N K\times f(K).
",Mathematics
https://atcoder.jp/contests/arc102/tasks/arc102_a,"
Problem StatementYou are given integers N and K. Find the number of triples (a,b,c) of positive integers not greater than N such that a+b,b+c and c+a are all multiples of K.
The order of a,b,c does matter, and some of them can be the same.
","
Constraints
1 \leq N,K \leq 2\times 10^5
N and K are integers.

","
InputInput is given from Standard Input in the following format:
N K

","
OutputPrint the number of triples (a,b,c) of positive integers not greater than N such that a+b,b+c and c+a are all multiples of K.
",Mathematics
https://atcoder.jp/contests/arc067/tasks/arc067_a,"
Problem StatementYou are given an integer N.
Find the number of the positive divisors of N!, modulo 10^9+7.
","
Constraints
1≤N≤10^3

","
InputThe input is given from Standard Input in the following format:
N

","
OutputPrint the number of the positive divisors of N!, modulo 10^9+7.
",Mathematics
https://atcoder.jp/contests/abc084/tasks/abc084_d,"
Problem StatementWe say that a odd number N is similar to 2017 when both N and (N+1)/2 are prime.
You are given Q queries.
In the i-th query, given two odd numbers l_i and r_i, find the number of odd numbers x similar to 2017 such that l_i ≤ x ≤ r_i.
","
Constraints
1≤Q≤10^5
1≤l_i≤r_i≤10^5
l_i and r_i are odd.
All input values are integers.

","
InputInput is given from Standard Input in the following format:
Q
l_1 r_1
:
l_Q r_Q

","
OutputPrint Q lines. The i-th line (1≤i≤Q) should contain the response to the i-th query.
",Mathematics
https://atcoder.jp/contests/abc145/tasks/abc145_d,"
Problem StatementThere is a knight - the chess piece - at the origin (0, 0) of a two-dimensional grid.
When the knight is at the square (i, j), it can be moved to either (i+1,j+2) or (i+2, j+1).
In how many ways can the knight reach the square (X, Y)?
Find the number of ways modulo 10^9 + 7.
","
Constraints
1 \leq X \leq 10^6
1 \leq Y \leq 10^6
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
X Y

","
OutputPrint the number of ways for the knight to reach (X, Y) from (0, 0), modulo 10^9 + 7.
",Mathematics
https://atcoder.jp/contests/abc156/tasks/abc156_d,"
Problem StatementAkari has n kinds of flowers, one of each kind.
She is going to choose one or more of these flowers to make a bouquet.
However, she hates two numbers a and b, so the number of flowers in the bouquet cannot be a or b.
How many different bouquets are there that Akari can make?
Find the count modulo (10^9 + 7).
Here, two bouquets are considered different when there is a flower that is used in one of the bouquets but not in the other bouquet.
","
Constraints
All values in input are integers.
2 \leq n \leq 10^9
1 \leq a < b \leq \textrm{min}(n, 2 \times 10^5)

","
InputInput is given from Standard Input in the following format:
n a b

","
OutputPrint the number of bouquets that Akari can make, modulo (10^9 + 7). (If there are no such bouquets, print 0.)
",Mathematics
https://atcoder.jp/contests/abc112/tasks/abc112_d,"
Problem StatementYou are given integers N and M.
Consider a sequence a of length N consisting of positive integers such that a_1 + a_2 + ... + a_N = M. Find the maximum possible value of the greatest common divisor of a_1, a_2, ..., a_N.
","
Constraints
All values in input are integers.
1 \leq N \leq 10^5
N \leq M \leq 10^9

","
InputInput is given from Standard Input in the following format:
N M

","
OutputPrint the maximum possible value of the greatest common divisor of a sequence a_1, a_2, ..., a_N that satisfies the condition.
",Mathematics
https://atcoder.jp/contests/abc170/tasks/abc170_d,"
Problem StatementGiven is a number sequence A of length N.
Find the number of integers i \left(1 \leq i \leq N\right) with the following property:

For every integer j \left(1 \leq j \leq N\right) such that i \neq j , A_j does not divide A_i.

","
Constraints
All values in input are integers.
1 \leq N \leq 2 \times 10^5
1 \leq A_i \leq 10^6

","
InputInput is given from Standard Input in the following format:
N
A_1 A_2 \cdots A_N

","
OutputPrint the answer.
",Mathematics
https://atcoder.jp/contests/apc001/tasks/apc001_b,"
Problem StatementYou are given two integer sequences of length N: a_1,a_2,..,a_N and b_1,b_2,..,b_N.
Determine if we can repeat the following operation zero or more times so that the sequences a and b become equal.
Operation: Choose two integers i and j (possibly the same) between 1 and N (inclusive), then perform the following two actions simultaneously:

Add 2 to a_i.
Add 1 to b_j.

","
Constraints
1 ≤ N ≤ 10 000
0 ≤ a_i,b_i ≤ 10^9 (1 ≤ i ≤ N)
All input values are integers.

","
InputInput is given from Standard Input in the following format:
N
a_1 a_2 .. a_N
b_1 b_2 .. b_N

","
OutputIf we can repeat the operation zero or more times so that the sequences a and b become equal, print Yes; otherwise, print No.
",Mathematics
https://atcoder.jp/contests/abc177/tasks/abc177_e,"
Problem StatementWe have N integers. The i-th number is A_i.
\{A_i\} is said to be pairwise coprime when GCD(A_i,A_j)=1 holds for every pair (i, j) such that 1\leq i < j \leq N.
\{A_i\} is said to be setwise coprime when \{A_i\} is not pairwise coprime but GCD(A_1,\ldots,A_N)=1.
Determine if \{A_i\} is pairwise coprime, setwise coprime, or neither.
Here, GCD(\ldots) denotes greatest common divisor.
","
Constraints
2 \leq N \leq 10^6
1 \leq A_i\leq 10^6

","
InputInput is given from Standard Input in the following format:
N
A_1 \ldots A_N

","
OutputIf \{A_i\} is pairwise coprime, print pairwise coprime; if \{A_i\} is setwise coprime, print setwise coprime; if neither, print not coprime.
",Mathematics
https://atcoder.jp/contests/abc191/tasks/abc191_c,"
Problem StatementWe have a grid with H rows and W columns. Let (i, j) be the square at the i-th row from the top and j-th column from the left.
Each square is painted black or white. If S_{i, j} is #, (i, j) is painted black; if S_{i, j} is ., (i, j) is painted white.
It is guaranteed that the outermost squares are white. That is, the squares that can be represented as (1, j), (H, j), (i, 1), or (i, W) are white.
Consider the part of the grid that is painted black as a polygon. How many sides does it have (at least)? 
Here, it is guaranteed that the part painted black forms a polygon without self-intersection, that is, the following holds:

at least one square is painted black;
we can travel between any two squares painted black by repeatedly moving up, down, left, or right while going through only black squares;
we can travel between any two squares painted white by repeatedly moving up, down, left, or right while going through only white squares. (Note that the outermost squares in the grid are all painted white.)

","
Constraints
3 \le H \le 10
3 \le W \le 10
S_{i, j} is # or ..
S_{1, j} and S_{H, j} are ..
S_{i, 1} and S_{i, W} are ..
The part painted black forms a polygon without self-intersection.

","
InputInput is given from Standard Input in the following format:
H W
S_{1, 1} S_{1, 2} S_{1, 3} \dots S_{1, W}
S_{2, 1} S_{2, 2} S_{2, 3} \dots S_{2, W}
S_{3, 1} S_{3, 2} S_{3, 3} \dots S_{3, W}
\hspace{40pt} \vdots
S_{H, 1} S_{H, 2} S_{H, 3} \dots S_{H, W}

","
OutputPrint the minimum number n such that the part painted black can be seen as an n-gon.
",Mathematics
https://atcoder.jp/contests/tenka1-2018-beginner/tasks/tenka1_2018_c,"
Problem StatementYou are given N integers; the i-th of them is A_i.
Find the maximum possible sum of the absolute differences between the adjacent elements after arranging these integers in a row in any order you like.
","
Constraints
2 \leq N \leq 10^5
1 \leq A_i \leq 10^9
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
N
A_1
:
A_N

","
OutputPrint the maximum possible sum of the absolute differences between the adjacent elements after arranging the given integers in a row in any order you like.
",Mathematics
https://atcoder.jp/contests/diverta2019/tasks/diverta2019_d,"
Problem StatementSnuke received a positive integer N from Takahashi.
A positive integer m is called a favorite number when the following condition is satisfied:

The quotient and remainder of N divided by m are equal, that is, \lfloor \frac{N}{m} \rfloor = N \bmod m holds.

Find all favorite numbers and print the sum of those.
","
Constraints
All values in input are integers.
1 \leq N \leq 10^{12}

","
InputInput is given from Standard Input in the following format:
N

","
OutputPrint the answer.
",Mathematics
https://atcoder.jp/contests/arc091/tasks/arc091_b,"
Problem StatementTakahashi had a pair of two positive integers not exceeding N, (a,b), which he has forgotten.
He remembers that the remainder of a divided by b was greater than or equal to K.
Find the number of possible pairs that he may have had.
","
Constraints
1 \leq N \leq 10^5
0 \leq K \leq N-1
All input values are integers.

","
InputInput is given from Standard Input in the following format:
N K

","
OutputPrint the number of possible pairs that he may have had.
",Mathematics
https://atcoder.jp/contests/arc111/tasks/arc111_a,"
Problem StatementGiven positive integers N and M, find the remainder when \lfloor \frac{10^N}{M} \rfloor is divided by M.

 What is \lfloor x \rfloor? 
\lfloor x \rfloor denotes the greatest integer not exceeding x. For example:


 \lfloor 2.5 \rfloor = 2 
 \lfloor 3 \rfloor = 3 
 \lfloor 9.9999999 \rfloor = 9 
 \lfloor \frac{100}{3} \rfloor = \lfloor 33.33... \rfloor = 33 


","
Constraints
1 \leq N \leq 10^{18}
1 \leq M \leq 10000

","
InputInput is given from Standard Input in the following format:
N M

","
OutputPrint the answer.
",Mathematics
https://atcoder.jp/contests/abc121/tasks/abc121_d,,,,,Mathematics
https://atcoder.jp/contests/arc081/tasks/arc081_b,"
Problem StatementWe have a board with a 2 \times N grid.
Snuke covered the board with N dominoes without overlaps.
Here, a domino can cover a 1 \times 2 or 2 \times 1 square.
Then, Snuke decided to paint these dominoes using three colors: red, cyan and green.
Two dominoes that are adjacent by side should be painted by different colors.
Here, it is not always necessary to use all three colors.
Find the number of such ways to paint the dominoes, modulo 1000000007.
The arrangement of the dominoes is given to you as two strings S_1 and S_2 in the following manner:

Each domino is represented by a different English letter (lowercase or uppercase).
The j-th character in S_i represents the domino that occupies the square at the i-th row from the top and j-th column from the left.

","
Constraints
1 \leq N \leq 52
|S_1| = |S_2| = N
S_1 and S_2 consist of lowercase and uppercase English letters.
S_1 and S_2 represent a valid arrangement of dominoes.

","
InputInput is given from Standard Input in the following format:
N
S_1
S_2

","
OutputPrint the number of such ways to paint the dominoes, modulo 1000000007.
",Mathematics
https://atcoder.jp/contests/abc132/tasks/abc132_d,"
Problem StatementThere are K blue balls and N-K red balls. The balls of the same color cannot be distinguished. Snuke and Takahashi are playing with these balls.
First, Snuke will arrange the N balls in a row from left to right.
Then, Takahashi will collect only the K blue balls. In one move, he can collect any number of consecutive blue balls. He will collect all the blue balls in the fewest moves possible.
How many ways are there for Snuke to arrange the N balls in a row so that Takahashi will need exactly i moves to collect all the blue balls? Compute this number modulo 10^9+7 for each i such that 1 \leq i \leq K.
","
Constraints
1 \leq K \leq N \leq 2000

","
InputInput is given from Standard Input in the following format:
N K

","
OutputPrint K lines. The i-th line (1 \leq i \leq K) should contain the number of ways to arrange the N balls so that Takahashi will need exactly i moves to collect all the blue balls, modulo 10^9+7.
",Mathematics
https://atcoder.jp/contests/abc179/tasks/abc179_e,"
Problem StatementLet us denote by f(x, m) the remainder of the Euclidean division of x by m.
Let A be the sequence that is defined by the initial value A_1=X and the recurrence relation A_{n+1} = f(A_n^2, M).
Find \displaystyle{\sum_{i=1}^N A_i}.
","
Constraints
1 \leq N \leq 10^{10}
0 \leq X < M \leq 10^5
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
N X M

","
OutputPrint \displaystyle{\sum_{i=1}^N A_i}.
",Mathematics
https://atcoder.jp/contests/sumitrust2019/tasks/sumitb2019_e,"
Problem Statement
N people are standing in a queue, numbered 1, 2, 3, ..., N from front to back. Each person wears a hat, which is red, blue, or green.
The person numbered i says:

""In front of me, exactly A_i people are wearing hats with the same color as mine.""

Assuming that all these statements are correct, find the number of possible combinations of colors of the N people's hats.
Since the count can be enormous, compute it modulo 1000000007.
","
Constraints

1 \leq N \leq 100000
0 \leq A_i \leq N-1
All values in input are integers.

","
Input
Input is given from Standard Input in the following format:
N
A_1 A_2 A_3 ... A_N

","
Output
Print the number of possible combinations of colors of the N people's hats, modulo 1000000007.
",Mathematics
https://atcoder.jp/contests/abc125/tasks/abc125_c,"
Problem StatementThere are N integers, A_1, A_2, ..., A_N, written on the blackboard.
You will choose one of them and replace it with an integer of your choice between 1 and 10^9 (inclusive), possibly the same as the integer originally written.
Find the maximum possible greatest common divisor of the N integers on the blackboard after your move.
","
Constraints
All values in input are integers.
2 \leq N \leq 10^5
1 \leq A_i \leq 10^9

","
OutputInput is given from Standard Input in the following format:
N
A_1 A_2 ... A_N

","
OutputPrint the maximum possible greatest common divisor of the N integers on the blackboard after your move.
",Mathematics
https://atcoder.jp/contests/abc105/tasks/abc105_c,"
Problem StatementGiven an integer N, find the base -2 representation of N.
Here, S is the base -2 representation of N when the following are all satisfied:

S is a string consisting of 0 and 1.
Unless S = 0, the initial character of S is 1.
Let S = S_k S_{k-1} ... S_0, then S_0 \times (-2)^0 + S_1 \times (-2)^1 + ... + S_k \times (-2)^k = N.

It can be proved that, for any integer M, the base -2 representation of M is uniquely determined.
","
Constraints
Every value in input is integer.
-10^9 \leq N \leq 10^9

","
InputInput is given from Standard Input in the following format:
N

","
OutputPrint the base -2 representation of N.
",Mathematics
https://atcoder.jp/contests/abc147/tasks/abc147_d,"
Problem StatementWe have N integers. The i-th integer is A_i.
Find \sum_{i=1}^{N-1}\sum_{j=i+1}^{N} (A_i \mbox{ XOR } A_j), modulo (10^9+7).

What is \mbox{ XOR }?

The XOR of integers A and B, A \mbox{ XOR } B, is defined as follows:

When A \mbox{ XOR } B is written in base two, the digit in the 2^k's place (k \geq 0) is 1 if either A or B, but not both, has 1 in the 2^k's place, and 0 otherwise.

For example, 3 \mbox{ XOR } 5 = 6. (In base two: 011 \mbox{ XOR } 101 = 110.)


","
Constraints
2 \leq N \leq 3 \times 10^5
0 \leq A_i < 2^{60}
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
N
A_1 A_2 ... A_N

","
OutputPrint the value \sum_{i=1}^{N-1}\sum_{j=i+1}^{N} (A_i \mbox{ XOR } A_j), modulo (10^9+7).
",Mathematics
https://atcoder.jp/contests/soundhound2018-summer-qual/tasks/soundhound2018_summer_qual_c,"
Problem StatementLet us define the beauty of a sequence (a_1,... ,a_n) as the number of pairs of two adjacent elements in it whose absolute differences are d.
For example, when d=1, the beauty of the sequence (3, 2, 3, 10, 9) is 3.
There are a total of n^m sequences of length m where each element is an integer between 1 and n (inclusive).
Find the beauty of each of these n^m sequences, and print the average of those values.
","
Constraints
0 \leq d < n \leq 10^9
2 \leq m \leq 10^9
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
n m d

","
OutputPrint the average of the beauties of the sequences of length m where each element is an integer between 1 and n.
The output will be judged correct if the absolute or relative error is at most 10^{-6}.
",Mathematics
https://atcoder.jp/contests/abc096/tasks/abc096_d,"
Problem Statement
Print a sequence a_1, a_2, ..., a_N whose length is N that satisfies the following conditions:

a_i (1 \leq i \leq N) is a prime number at most 55 555.
The values of a_1, a_2, ..., a_N are all different.
In every choice of five different integers from a_1, a_2, ..., a_N, the sum of those integers is a composite number.

If there are multiple such sequences, printing any of them is accepted.
","
Notes
An integer N not less than 2 is called a prime number if it cannot be divided evenly by any integers except 1 and N, and called a composite number otherwise.
","
Constraints

N is an integer between 5 and 55 (inclusive).

","
Input
Input is given from Standard Input in the following format:
N

",Mathematics
https://atcoder.jp/contests/diverta2019-2/tasks/diverta2019_2_c,"
Problem StatementThere are N integers, A_1, A_2, ..., A_N, written on a blackboard.
We will repeat the following operation N-1 times so that we have only one integer on the blackboard.

Choose two integers x and y on the blackboard and erase these two integers. Then, write a new integer x-y.

Find the maximum possible value of the final integer on the blackboard and a sequence of operations that maximizes the final integer.
","
Constraints
2 \leq N \leq 10^5
-10^4 \leq A_i \leq 10^4
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
N
A_1 A_2 ... A_N

","
OutputPrint the maximum possible value M of the final integer on the blackboard, and a sequence of operations x_i, y_i that maximizes the final integer, in the format below.
Here x_i and y_i represent the integers x and y chosen in the i-th operation, respectively.
If there are multiple sequences of operations that maximize the final integer, any of them will be accepted.
M
x_1 y_1
:
x_{N-1} y_{N-1}

",Mathematics
https://atcoder.jp/contests/abc164/tasks/abc164_d,"
Problem StatementGiven is a string S consisting of digits from 1 through 9.
Find the number of pairs of integers (i,j) (1 ≤ i ≤ j ≤ |S|) that satisfy the following condition:
Condition: In base ten, the i-th through j-th characters of S form an integer that is a multiple of 2019.
","
Constraints
1 ≤ |S| ≤ 200000
S is a string consisting of digits from 1 through 9.

","
InputInput is given from Standard Input in the following format:
S

","
OutputPrint the number of pairs of integers (i,j) (1 ≤ i ≤ j ≤ |S|) that satisfy the condition.
",Mathematics
https://atcoder.jp/contests/arc021/tasks/arc021_2,,,,,Mathematics
https://atcoder.jp/contests/abc114/tasks/abc114_d,"
Problem StatementYou are given an integer N. Among the divisors of N! (= 1 \times 2 \times ... \times N), how many Shichi-Go numbers (literally ""Seven-Five numbers"") are there?
Here, a Shichi-Go number is a positive integer that has exactly 75 divisors.
","
NoteWhen a positive integer A divides a positive integer B, A is said to a divisor of B.
For example, 6 has four divisors: 1, 2, 3 and 6.
","
Constraints
1 \leq N \leq 100
N is an integer.

","
InputInput is given from Standard Input in the following format:
N

",Mathematics
https://atcoder.jp/contests/aising2020/tasks/aising2020_d,"
Problem StatementLet \mathrm{popcount}(n) be the number of 1s in the binary representation of n.
For example, \mathrm{popcount}(3) = 2, \mathrm{popcount}(7) = 3, and \mathrm{popcount}(0) = 0.
Let f(n) be the number of times the following operation will be done when we repeat it until n becomes 0: ""replace n with the remainder when n is divided by \mathrm{popcount}(n)."" (It can be proved that, under the constraints of this problem, n always becomes 0 after a finite number of operations.)
For example, when n=7, it becomes 0 after two operations, as follows:

\mathrm{popcount}(7)=3, so we divide 7 by 3 and replace it with the remainder, 1.
\mathrm{popcount}(1)=1, so we divide 1 by 1 and replace it with the remainder, 0.

You are given an integer X with N digits in binary.
For each integer i such that 1 \leq i \leq N, let X_i be what X becomes when the i-th bit from the top is inverted.
Find f(X_1), f(X_2), \ldots, f(X_N).
","
Constraints
1 \leq N \leq 2 \times 10^5
X is an integer with N digits in binary, possibly with leading zeros.

","
InputInput is given from Standard Input in the following format:
N
X

","
OutputPrint N lines. The i-th line should contain the value f(X_i).
",Mathematics
https://atcoder.jp/contests/abc151/tasks/abc151_e,"
Problem StatementFor a finite set of integers X, let f(X)=\max X - \min X.
Given are N integers A_1,...,A_N.
We will choose K of them and let S be the set of the integers chosen. If we distinguish elements with different indices even when their values are the same, there are {}_N C_K ways to make this choice. Find the sum of f(S) over all those ways.
Since the answer can be enormous, print it \bmod (10^9+7).
","
Constraints
1 \leq N \leq 10^5
1 \leq K \leq N
|A_i| \leq 10^9

","
InputInput is given from Standard Input in the following format:
N K
A_1 ... A_N

","
OutputPrint the answer \bmod (10^9+7).
",Mathematics
https://atcoder.jp/contests/abc152/tasks/abc152_e,"
Problem StatementGiven are N positive integers A_1,...,A_N.
Consider positive integers B_1, ..., B_N that satisfy the following condition.
Condition: For any i, j such that 1 \leq i < j \leq N, A_i B_i = A_j B_j holds.
Find the minimum possible value of B_1 + ... + B_N for such B_1,...,B_N.
Since the answer can be enormous, print the sum modulo (10^9 +7).
","
Constraints
1 \leq N \leq 10^4
1 \leq A_i \leq 10^6
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
N
A_1 ... A_N

","
OutputPrint the minimum possible value of B_1 + ... + B_N for B_1,...,B_N that satisfy the condition, modulo (10^9 +7).
",Mathematics
https://atcoder.jp/contests/agc019/tasks/agc019_b,"
Problem StatementYou have a string A = A_1 A_2 ... A_n consisting of lowercase English letters.
You can choose any two indices i and j such that 1 \leq i \leq j \leq n and reverse substring A_i A_{i+1} ... A_j.
You can perform this operation at most once.
How many different strings can you obtain?
","
Constraints
1 \leq |A| \leq 200,000
A consists of lowercase English letters.

","
InputInput is given from Standard Input in the following format:
A

","
OutputPrint the number of different strings you can obtain by reversing any substring in A at most once.
",Mathematics
https://atcoder.jp/contests/arc039/tasks/arc039_b,,,,,Mathematics
https://atcoder.jp/contests/arc113/tasks/arc113_d,"
Problem StatementIn a grid with N horizontal rows and M vertical columns of squares, we will write an integer between 1 and K (inclusive) on each square and define sequences A, B as follows:

for each i=1,\dots, N, A_i is the minimum value written on a square in the i-th row;
for each j=1,\dots, M, B_j is the maximum value written on a square in the j-th column.

Given N, M, K, find the number of different pairs of sequences that can be (A, B), modulo 998244353.
","
Constraints
1 \leq N,M,K \leq 2\times 10^5
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
N M K

","
OutputPrint the number of different pairs of sequences that can be (A, B), modulo 998244353.
",Mathematics
https://atcoder.jp/contests/hhkb2020/tasks/hhkb2020_e,"
Problem StatementWe have a grid with H horizontal rows and W vertical columns of squares, where each square is tidy or untidy.
You will now place lamps on zero or more tidy squares in this grid.
A lamp will lighten the squares in each of the four directions - up, down, left, and right - to the point just before an edge of the grid or an untidy square is reached for the first time (the untidy square will not be lighted). The lamp will also lighten the square on which it is placed.
Given are integers H, W, and H strings S_i of length W each.
If the j-th character of S_i is ., the square at the i-th row from the top and the j-th column from the left is tidy; if the j-th character of S_i is #, the square at the i-th row from the top and the j-th column from the left is untidy.
Let K be the number of tidy squares. There are 2^K ways to place the lamps in total.
Assume that, for each of these 2^K ways, the number of squares lightened by one or more lamps is computed. Find the sum of those numbers modulo 1,000,000,007.
","
Constraints
1 \leq H \leq 2000
1 \leq W \leq 2000
S_i is a string of length W consisting of . and #.

","
InputInput is given from Standard Input in the following format:
H W
S_1
:
S_H

","
OutputPrint the sum, modulo 1,000,000,007, of the numbers of squares lightened by one or more lamps over the 2^K ways to place the lamps.
",Mathematics
https://atcoder.jp/contests/code-festival-2016-qualc/tasks/codefestival_2016_qualC_c,"
Problem StatementMountaineers Mr. Takahashi and Mr. Aoki recently trekked across a certain famous mountain range.
The mountain range consists of N mountains, extending from west to east in a straight line as Mt. 1, Mt. 2, ..., Mt. N.
Mr. Takahashi traversed the range from the west and Mr. Aoki from the east.  
The height of Mt. i is h_i, but they have forgotten the value of each h_i.
Instead, for each i (1 ≤ i ≤ N), they recorded the maximum height of the mountains climbed up to the time they reached the peak of Mt. i (including Mt. i).
Mr. Takahashi's record is T_i and Mr. Aoki's record is A_i.  
We know that the height of each mountain h_i is a positive integer.
Compute the number of the possible sequences of the mountains' heights, modulo 10^9 + 7.
Note that the records may be incorrect and thus there may be no possible sequence of the mountains' heights.
In such a case, output 0.
","
Constraints
1 ≤ N ≤ 10^5
1 ≤ T_i ≤ 10^9
1 ≤ A_i ≤ 10^9
T_i ≤ T_{i+1} (1 ≤ i ≤ N - 1)
A_i ≥ A_{i+1} (1 ≤ i ≤ N - 1)

","
InputThe input is given from Standard Input in the following format:
N
T_1 T_2 ... T_N
A_1 A_2 ... A_N

","
OutputPrint the number of possible sequences of the mountains' heights, modulo 10^9 + 7.
",Mathematics
https://atcoder.jp/contests/abc034/tasks/abc034_c,,,,,Mathematics
https://atcoder.jp/contests/abc167/tasks/abc167_e,"
Problem StatementThere are N blocks arranged in a row. Let us paint these blocks.
We will consider two ways to paint the blocks different if and only if there is a block painted in different colors in those two ways.
Find the number of ways to paint the blocks under the following conditions:

For each block, use one of the M colors, Color 1 through Color M, to paint it. It is not mandatory to use all the colors.
There may be at most K pairs of adjacent blocks that are painted in the same color.

Since the count may be enormous, print it modulo 998244353.
","
Constraints
All values in input are integers.
1 \leq N, M \leq 2 \times 10^5
0 \leq K \leq N - 1

","
InputInput is given from Standard Input in the following format:
N M K

","
OutputPrint the answer.
",Mathematics
https://atcoder.jp/contests/indeednow-qualb/tasks/indeednow_2015_qualb_4,,,,,Mathematics
https://atcoder.jp/contests/abc186/tasks/abc186_e,"
Problem StatementWe have N chairs arranged in a circle, one of which is a throne.
Takahashi is initially sitting on the chair that is S chairs away from the throne in the clockwise direction. Now, he will repeat the move below.
Move: Go to the chair that is K chairs away from the chair he is currently sitting on in the clockwise direction.
After how many moves will he be sitting on the throne for the first time? If he is never going to sit on it, report -1 instead.
You are asked to solve T test cases.
","
Constraints
1\leq T \leq 100
2\leq N \leq 10^9
1\leq S < N
1\leq K \leq 10^9

","
InputInput is given from Standard Input in the following format. The first line is in the format below:
T

Then, the following T lines represent T test cases. Each of these lines is in the format below:
N S K

","
OutputFor each test case, print the answer in its own line.
",Mathematics
https://atcoder.jp/contests/agc051/tasks/agc051_a,"
Problem StatementSnuke has infinite number of square tiles and regular triangular tiles with side lengths 1.
How many ways are there to form a regular dodecagon (12-sided polygon) with side lengths d using the tiles?
Compute the answer modulo 998,244,353.
Formally speaking,

He can use an arbitrary number of tiles.
No two tiles may overlap.
The union of the regions filled by the tiles must be a regular dodecagon without holes.
We consider two ways to be the same if we can change one way to the other way by rotations and translations (but not reflections), such that each tile perfectly matches with a tile of the same type.

","
Constraints
1 \leq d \leq 10^6
All values in the input are integers.

","
InputInput is given from Standard Input in the following format:
d

","
OutputPrint the answer.
",Mathematics
https://atcoder.jp/contests/abc156/tasks/abc156_e,"
Problem StatementThere is a building with n rooms, numbered 1 to n.
We can move from any room to any other room in the building.
Let us call the following event a move: a person in some room i goes to another room j~ (i \neq j).
Initially, there was one person in each room in the building.
After that, we know that there were exactly k moves happened up to now.
We are interested in the number of people in each of the n rooms now. How many combinations of numbers of people in the n rooms are possible?
Find the count modulo (10^9 + 7).
","
Constraints
All values in input are integers.
3 \leq n \leq 2 \times 10^5
2 \leq k \leq 10^9

","
InputInput is given from Standard Input in the following format:
n k

","
OutputPrint the number of possible combinations of numbers of people in the n rooms now, modulo (10^9 + 7).
",Mathematics
https://atcoder.jp/contests/abc189/tasks/abc189_e,"
Problem StatementThere are N pieces on a two-dimensional plane. The coordinates of Piece i are (X_i,Y_i). There may be multiple pieces at the same coordinates.
We will do M operations \mathrm{op}_1, \ldots, \mathrm{op}_M, one by one. There are four kinds of operations, described below along with their formats in input.

1：Rotate every piece 90 degrees clockwise about the origin;
2：Rotate every piece 90 degrees counterclockwise about the origin;
3 p：Move each piece to the point symmetric to it about the line x=p;
4 p：Move each piece to the point symmetric to it about the line y=p.

You are given Q queries. In the i-th query, given two integers A_i and B_i, print the coordinates of Piece B_i just after the A_i-th operation. Here, the moment just before the 1-st operation is considered to be the moment just after ""the 0-th operation"".
","
Constraints
All values in input are integers.
1 \leq N \leq 2\times 10^5
1 \leq M \leq 2\times 10^5
1 \leq Q \leq 2\times 10^5
-10^9 \leq X_i,Y_i \leq 10^9
\mathrm{op}_i is in the format of one of the four kinds of operations.
In an operation with the form 3 p or 4 p, -10^9 \leq p \leq 10^9.
0 \leq A_i \leq M
1 \leq B_i \leq N

","
InputInput is given from Standard Input in the following format:
N
X_1 Y_1
\vdots
X_N Y_N
M
\mathrm{op}_1
\vdots
\mathrm{op}_M
Q
A_1 B_1
\vdots
A_Q B_Q

","
OutputPrint the response to each query in its own line: the x- and y-coordinates, in this order, with space in between.
",Mathematics
https://atcoder.jp/contests/sumitrust2019/tasks/sumitb2019_f,"
Problem Statement
Takahashi and Aoki are training for long-distance races in an infinitely long straight course running from west to east.
They start simultaneously at the same point and moves as follows towards the east:

Takahashi runs A_1 meters per minute for the first T_1 minutes,  then runs at A_2 meters per minute for the subsequent T_2 minutes, and alternates between these two modes forever.
Aoki runs B_1 meters per minute for the first T_1 minutes,  then runs at B_2 meters per minute for the subsequent T_2 minutes, and alternates between these two modes forever.

How many times will Takahashi and Aoki meet each other, that is, come to the same point? We do not count the start of the run. If they meet infinitely many times, report that fact.
","
Constraints

1 \leq T_i \leq 100000
1 \leq A_i \leq 10^{10}
1 \leq B_i \leq 10^{10}
A_1 \neq B_1
A_2 \neq B_2
All values in input are integers.

","
Input
Input is given from Standard Input in the following format:
T_1 T_2
A_1 A_2
B_1 B_2

","
Output
Print the number of times Takahashi and Aoki will meet each other.
If they meet infinitely many times, print infinity instead.  
",Mathematics
